name,alignment,corps,commander,symbol,id,parentId,size
Gunner,bluefor,Infantry,PTE Tony Brewer,/assets/nato_icons/bluefor/unit_infantry.svg,1ad4bd2d-de23-49a0-b842-20dd88ab11fe,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,,
Grenadier,bluefor,Infantry,PTE Gordon Reyes,/assets/nato_icons/bluefor/unit_infantry.svg,ba43c04b-202d-48f5-9070-34b37e5d5b11,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,,
Grenadier,bluefor,Infantry,PTE Joshua Townsend,/assets/nato_icons/bluefor/unit_infantry.svg,7015e80d-99af-4908-ac60-4eef8eaed611,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,,
Rifleman,bluefor,Infantry,PTE Martin Long,/assets/nato_icons/bluefor/unit_infantry.svg,8fa17a5a-9e1b-4828-8bc7-43cb8f1b7ac8,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,,
Rifleman,bluefor,Infantry,PTE Manuel Jacobs,/assets/nato_icons/bluefor/unit_infantry.svg,142c1946-d279-4f39-9457-13f0a4a0eb9b,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,,
Section Commander,bluefor,Infantry,CPL Aiden Robertson,/assets/nato_icons/bluefor/unit_infantry.svg,af3ff802-4628-4288-a1a7-9a169f32ea07,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,,
1-1,bluefor,Infantry,CPL Aiden Robertson,/assets/nato_icons/bluefor/unit_infantry.svg,0a0e28b8-ef1c-4f26-bf9b-58325f60e016,79058f30-7c39-4b6d-b9f8-92efc0308b47,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Alexander Abbott,/assets/nato_icons/bluefor/unit_infantry.svg,2fe584b0-72a7-42d4-9533-33176381381d,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
Gunner,bluefor,Infantry,PTE Marcus Hudson,/assets/nato_icons/bluefor/unit_infantry.svg,e80f5d6f-0a9e-4e5c-a927-33c02a26efb2,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
Grenadier,bluefor,Infantry,PTE Lester Cox,/assets/nato_icons/bluefor/unit_infantry.svg,b3c255d2-c219-4b10-ab0e-b388140eadb7,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
Grenadier,bluefor,Infantry,PTE Martin Fleming,/assets/nato_icons/bluefor/unit_infantry.svg,44bff027-7758-403b-a458-c096cce09757,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
Rifleman,bluefor,Infantry,PTE Devin Stevens,/assets/nato_icons/bluefor/unit_infantry.svg,879844c8-03bc-4cba-9c02-1ca8f314b2d4,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
Rifleman,bluefor,Infantry,PTE Henry Norris,/assets/nato_icons/bluefor/unit_infantry.svg,de7c4628-c9c0-4c79-939a-56d2d19889e7,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
Section Commander,bluefor,Infantry,CPL Harry Jimenez,/assets/nato_icons/bluefor/unit_infantry.svg,b7de1785-4a8d-4cd9-83d2-2c1fd10bfbbc,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,,
1-2,bluefor,Infantry,CPL Harry Jimenez,/assets/nato_icons/bluefor/unit_infantry.svg,29d1f7ad-5bc1-494f-a3ae-4c3a235ac9ec,79058f30-7c39-4b6d-b9f8-92efc0308b47,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Terry Quinn,/assets/nato_icons/bluefor/unit_infantry.svg,33154acf-b8f1-486d-bb6e-4fab01355dfb,b17ad90b-6eec-485a-982b-d4de61e40167,,
Gunner,bluefor,Infantry,PTE Bernard Higgins,/assets/nato_icons/bluefor/unit_infantry.svg,3bb06956-279e-41d5-a729-3a7ab694714f,b17ad90b-6eec-485a-982b-d4de61e40167,,
Grenadier,bluefor,Infantry,PTE Alexander Powers,/assets/nato_icons/bluefor/unit_infantry.svg,dcf534dc-9448-4496-8ed3-47ed39db8455,b17ad90b-6eec-485a-982b-d4de61e40167,,
Grenadier,bluefor,Infantry,PTE Marcus Chambers,/assets/nato_icons/bluefor/unit_infantry.svg,4328110b-ecc1-483f-ab1f-28901d3429cd,b17ad90b-6eec-485a-982b-d4de61e40167,,
Rifleman,bluefor,Infantry,PTE Adam Underwood,/assets/nato_icons/bluefor/unit_infantry.svg,146d03d5-e63b-4deb-a344-28367b478711,b17ad90b-6eec-485a-982b-d4de61e40167,,
Rifleman,bluefor,Infantry,PTE Russell Sparks,/assets/nato_icons/bluefor/unit_infantry.svg,8da11071-3659-4415-9876-bec25ba961a0,b17ad90b-6eec-485a-982b-d4de61e40167,,
Section Commander,bluefor,Infantry,CPL Wayne Rose,/assets/nato_icons/bluefor/unit_infantry.svg,0a043ed8-64a0-45e7-b52a-78b6b0f56b50,b17ad90b-6eec-485a-982b-d4de61e40167,,
1-3,bluefor,Infantry,CPL Wayne Rose,/assets/nato_icons/bluefor/unit_infantry.svg,b17ad90b-6eec-485a-982b-d4de61e40167,79058f30-7c39-4b6d-b9f8-92efc0308b47,/assets/nato_icons/size/bluefor_020.svg,
2nd Platoon,bluefor,Infantry,LT Daniel Patton,/assets/nato_icons/bluefor/unit_infantry.svg,79058f30-7c39-4b6d-b9f8-92efc0308b47,a104f30d-0257-4360-962b-ef86956855f3,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE Steven Goodman,/assets/nato_icons/bluefor/unit_infantry.svg,45287afb-9cf9-40dc-a86f-10ba68c933b2,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
Gunner,bluefor,Infantry,PTE Norman Peterson,/assets/nato_icons/bluefor/unit_infantry.svg,e829086f-7ac4-4e89-a98a-fc42505d825a,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
Grenadier,bluefor,Infantry,PTE Roger Simon,/assets/nato_icons/bluefor/unit_infantry.svg,f62a8c0f-a84f-4e4c-860d-67935fbe8f4e,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
Grenadier,bluefor,Infantry,PTE Joe Marsh,/assets/nato_icons/bluefor/unit_infantry.svg,e5fd1e3e-89e7-4d9e-a1e0-8918ca808246,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
Rifleman,bluefor,Infantry,PTE Tom Evans,/assets/nato_icons/bluefor/unit_infantry.svg,4b783762-7840-43b3-8bd5-e066411a6e2a,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
Rifleman,bluefor,Infantry,PTE Landon Pratt,/assets/nato_icons/bluefor/unit_infantry.svg,b186be7b-3cce-405a-97ea-a7d7faef114c,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
Section Commander,bluefor,Infantry,CPL Billy Hopkins,/assets/nato_icons/bluefor/unit_infantry.svg,7ef7db34-78b6-49dc-a864-edd9d5434993,345c84e8-a223-4e4f-ba55-5e1303761c2b,,
1-1,bluefor,Infantry,CPL Billy Hopkins,/assets/nato_icons/bluefor/unit_infantry.svg,345c84e8-a223-4e4f-ba55-5e1303761c2b,cb5aff3b-941b-429c-945e-e5160b50d8ea,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Marvin Bryan,/assets/nato_icons/bluefor/unit_infantry.svg,45e11e34-44bc-43aa-9347-c9ea0fcbc18b,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
Gunner,bluefor,Infantry,PTE Edward Santiago,/assets/nato_icons/bluefor/unit_infantry.svg,dfbb8a78-fbd0-43ac-bf92-120825114825,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
Grenadier,bluefor,Infantry,PTE Timothy Nash,/assets/nato_icons/bluefor/unit_infantry.svg,90b2e963-2aa3-4478-ab95-21aa1d431e1e,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
Grenadier,bluefor,Infantry,PTE Jared Wilson,/assets/nato_icons/bluefor/unit_infantry.svg,d9fe5925-b540-4346-9c13-9b9fd63c7e83,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
Rifleman,bluefor,Infantry,PTE Carlos Malone,/assets/nato_icons/bluefor/unit_infantry.svg,012372c7-7ce1-4487-966a-1ebdf35c5358,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
Rifleman,bluefor,Infantry,PTE Dustin Pope,/assets/nato_icons/bluefor/unit_infantry.svg,847643cc-9999-4901-bd50-a1e4217cfa7b,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
Section Commander,bluefor,Infantry,CPL Leo Joseph,/assets/nato_icons/bluefor/unit_infantry.svg,a85a2b5a-7196-40f2-8f7d-cd0951c274d6,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,,
1-2,bluefor,Infantry,CPL Leo Joseph,/assets/nato_icons/bluefor/unit_infantry.svg,7ce78b70-c1e8-49fd-bac0-3c15eef4b86f,cb5aff3b-941b-429c-945e-e5160b50d8ea,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Ernest Fowler,/assets/nato_icons/bluefor/unit_infantry.svg,3081fc3a-0e8f-432a-82de-ffae1b5cf94c,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
Gunner,bluefor,Infantry,PTE Bryan Spencer,/assets/nato_icons/bluefor/unit_infantry.svg,703aa2de-32dd-4d1c-87f5-35c45edfbd21,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
Grenadier,bluefor,Infantry,PTE Leon Stewart,/assets/nato_icons/bluefor/unit_infantry.svg,2b7e6ae6-e2b9-4dd6-8624-3ee748d6a451,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
Grenadier,bluefor,Infantry,PTE Alex Henderson,/assets/nato_icons/bluefor/unit_infantry.svg,121d36c7-e8fa-478b-810e-0f0e0e41d8e6,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
Rifleman,bluefor,Infantry,PTE Bruce Morton,/assets/nato_icons/bluefor/unit_infantry.svg,8ff5f2ef-c0bc-4b92-a6db-2376f409310b,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
Rifleman,bluefor,Infantry,PTE Franklin Pierce,/assets/nato_icons/bluefor/unit_infantry.svg,0d62ef52-b106-4eec-8a9d-9eb9fac3b4ca,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
Section Commander,bluefor,Infantry,CPL Alexander Cole,/assets/nato_icons/bluefor/unit_infantry.svg,4ce247ea-0959-4ab3-9703-2d2668700da9,19c5a8ed-c341-4aff-86ae-715fef24b7a3,,
1-3,bluefor,Infantry,CPL Alexander Cole,/assets/nato_icons/bluefor/unit_infantry.svg,19c5a8ed-c341-4aff-86ae-715fef24b7a3,cb5aff3b-941b-429c-945e-e5160b50d8ea,/assets/nato_icons/size/bluefor_020.svg,
3rd Platoon,bluefor,Infantry,LT Bill White,/assets/nato_icons/bluefor/unit_infantry.svg,cb5aff3b-941b-429c-945e-e5160b50d8ea,a104f30d-0257-4360-962b-ef86956855f3,/assets/nato_icons/size/bluefor_030.svg,
Officer,bluefor,Infantry,CPL Russell Wong,/assets/nato_icons/bluefor/unit_infantry.svg,1d635d9c-9534-4059-8d52-d82570407140,9f4e1a83-7202-4dda-8e36-867e72951a51,,
1-1,bluefor,Infantry,CPL Russell Wong,/assets/nato_icons/bluefor/unit_infantry.svg,9f4e1a83-7202-4dda-8e36-867e72951a51,0b29f702-f997-476e-ad57-c6af30bd0a4c,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Leonard Terry,/assets/nato_icons/bluefor/unit_infantry.svg,63e236f2-4666-4f7b-9e5f-0c201d3b1035,4d120c26-abdc-4b9d-a67a-78a2eb88d66f,,
1-2,bluefor,Infantry,CPL Leonard Terry,/assets/nato_icons/bluefor/unit_infantry.svg,4d120c26-abdc-4b9d-a67a-78a2eb88d66f,0b29f702-f997-476e-ad57-c6af30bd0a4c,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Floyd Bass,/assets/nato_icons/bluefor/unit_infantry.svg,f4099873-9ebb-48b7-8bff-275a64e550ad,dede9752-ecf0-46f5-92fe-cc7af733565c,,
1-3,bluefor,Infantry,CPL Floyd Bass,/assets/nato_icons/bluefor/unit_infantry.svg,dede9752-ecf0-46f5-92fe-cc7af733565c,0b29f702-f997-476e-ad57-c6af30bd0a4c,/assets/nato_icons/size/bluefor_020.svg,
North American Porcupine Company Headquarters,bluefor,Infantry,LT Micheal Holt,/assets/nato_icons/bluefor/unit_headquarters_unit.svg,0b29f702-f997-476e-ad57-c6af30bd0a4c,a104f30d-0257-4360-962b-ef86956855f3,/assets/nato_icons/size/bluefor_030.svg,
North American Porcupine Company,bluefor,Infantry,MAJ Jared Manning,/assets/nato_icons/bluefor/unit_infantry.svg,a104f30d-0257-4360-962b-ef86956855f3,55037722-c53e-464d-86a2-be99a246b687,/assets/nato_icons/size/bluefor_050.svg,
Officer,bluefor,Infantry,CPL Herbert Freeman,/assets/nato_icons/bluefor/unit_infantry.svg,ba3df882-17c4-499c-a17c-704b2f534cc4,4091754c-5269-41a9-a9c4-8b247980ff76,,
1-1,bluefor,Infantry,CPL Herbert Freeman,/assets/nato_icons/bluefor/unit_infantry.svg,4091754c-5269-41a9-a9c4-8b247980ff76,56bd36d1-6b43-4907-8e80-814799551433,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Duane Ross,/assets/nato_icons/bluefor/unit_infantry.svg,5c4a8099-9610-4d7b-9a3f-390d260c63df,4581bbea-7108-462b-b09d-a63a65be497d,,
1-2,bluefor,Infantry,CPL Duane Ross,/assets/nato_icons/bluefor/unit_infantry.svg,4581bbea-7108-462b-b09d-a63a65be497d,56bd36d1-6b43-4907-8e80-814799551433,/assets/nato_icons/size/bluefor_020.svg,
Officer,bluefor,Infantry,CPL Kyle Barker,/assets/nato_icons/bluefor/unit_infantry.svg,a2b7ed5d-2a4a-408b-a1e7-681708209f91,6146a92d-e4a5-4d07-82a4-060d59f3ca2d,,
1-3,bluefor,Infantry,CPL Kyle Barker,/assets/nato_icons/bluefor/unit_infantry.svg,6146a92d-e4a5-4d07-82a4-060d59f3ca2d,56bd36d1-6b43-4907-8e80-814799551433,/assets/nato_icons/size/bluefor_020.svg,
Recon Platoon,bluefor,Infantry,LT Francisco Harrington,/assets/nato_icons/bluefor/unit_reconnaissance.svg,56bd36d1-6b43-4907-8e80-814799551433,89efde82-bc29-48f5-a4fb-85ba4691122e,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE Paul Myers,/assets/nato_icons/bluefor/unit_infantry.svg,733c82e3-40e2-42e1-bc40-577275a33b44,5ff57932-090c-4ae7-8c8c-988e4f958101,,
Gunner,bluefor,Infantry,PTE Eddie Armstrong,/assets/nato_icons/bluefor/unit_infantry.svg,639abf78-90bb-48b7-ae01-1273fc6e5ec4,5ff57932-090c-4ae7-8c8c-988e4f958101,,
Grenadier,bluefor,Infantry,PTE Logan Willis,/assets/nato_icons/bluefor/unit_infantry.svg,0654da55-5cb9-47b4-8c80-98a16ea6f3a1,5ff57932-090c-4ae7-8c8c-988e4f958101,,
Grenadier,bluefor,Infantry,PTE Cole Austin,/assets/nato_icons/bluefor/unit_infantry.svg,34a3cf08-d2be-4ebc-b658-cb1e120921d6,5ff57932-090c-4ae7-8c8c-988e4f958101,,
Rifleman,bluefor,Infantry,PTE Todd Wilson,/assets/nato_icons/bluefor/unit_infantry.svg,c8b1d441-6e4c-440a-99f0-eea2bdec2033,5ff57932-090c-4ae7-8c8c-988e4f958101,,
Rifleman,bluefor,Infantry,PTE Kyle Page,/assets/nato_icons/bluefor/unit_infantry.svg,bb833048-1a5d-4a20-b484-f868b7e00e94,5ff57932-090c-4ae7-8c8c-988e4f958101,,
Section Commander,bluefor,Infantry,CPL Noah Torres,/assets/nato_icons/bluefor/unit_infantry.svg,d9b03f96-8c58-4ccd-ac96-4c230489b56e,5ff57932-090c-4ae7-8c8c-988e4f958101,,
1-1,bluefor,Infantry,CPL Noah Torres,/assets/nato_icons/bluefor/unit_infantry.svg,5ff57932-090c-4ae7-8c8c-988e4f958101,09decc6e-3569-4827-a21a-f6743fade2f3,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Angel Cunningham,/assets/nato_icons/bluefor/unit_infantry.svg,c89a2688-c2c4-47af-8499-7caea33565e2,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
Gunner,bluefor,Infantry,PTE Jackson Nguyen,/assets/nato_icons/bluefor/unit_infantry.svg,6f85dd6c-f6c7-4e82-b2a0-6b53f8d6810f,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
Grenadier,bluefor,Infantry,PTE Maurice Arnold,/assets/nato_icons/bluefor/unit_infantry.svg,d248f8bc-13d3-4c66-a08b-1b335942ce1a,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
Grenadier,bluefor,Infantry,PTE Brandon Barrett,/assets/nato_icons/bluefor/unit_infantry.svg,0a26e915-4875-4ab7-8cec-bb1be654e8e5,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
Rifleman,bluefor,Infantry,PTE Carl Potter,/assets/nato_icons/bluefor/unit_infantry.svg,b6331a94-b20d-4597-81a3-a7ba21487cff,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
Rifleman,bluefor,Infantry,PTE Milton Stevenson,/assets/nato_icons/bluefor/unit_infantry.svg,9b10c8bc-82b9-4f2d-96a7-48e4d1941803,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
Section Commander,bluefor,Infantry,CPL Clifford Norris,/assets/nato_icons/bluefor/unit_infantry.svg,7e7b051b-1533-4906-900f-6167efc3d51f,3d78533e-7f5a-478b-924b-80f0d98fb6d2,,
1-2,bluefor,Infantry,CPL Clifford Norris,/assets/nato_icons/bluefor/unit_infantry.svg,3d78533e-7f5a-478b-924b-80f0d98fb6d2,09decc6e-3569-4827-a21a-f6743fade2f3,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Caleb Horton,/assets/nato_icons/bluefor/unit_infantry.svg,7d1d38f1-ea9e-4f70-9e33-aa2e0c1f0b2b,914e6d2b-f339-4353-8b24-6214f299563a,,
Gunner,bluefor,Infantry,PTE Clyde Cruz,/assets/nato_icons/bluefor/unit_infantry.svg,a8b7259a-5adb-4bd0-8fcb-0bbb1553cfd1,914e6d2b-f339-4353-8b24-6214f299563a,,
Grenadier,bluefor,Infantry,PTE Austin Barnes,/assets/nato_icons/bluefor/unit_infantry.svg,8f1215f3-6824-491d-95af-c1462c65dc58,914e6d2b-f339-4353-8b24-6214f299563a,,
Grenadier,bluefor,Infantry,PTE Austin Dean,/assets/nato_icons/bluefor/unit_infantry.svg,107073fe-317c-44a9-973e-ee46be1d67e6,914e6d2b-f339-4353-8b24-6214f299563a,,
Rifleman,bluefor,Infantry,PTE Alex Watts,/assets/nato_icons/bluefor/unit_infantry.svg,8c41d44e-4f8c-447d-b299-bfb8a3649e55,914e6d2b-f339-4353-8b24-6214f299563a,,
Rifleman,bluefor,Infantry,PTE Jeffery Stevenson,/assets/nato_icons/bluefor/unit_infantry.svg,335e3069-1569-4a2b-8944-f4eab1cee386,914e6d2b-f339-4353-8b24-6214f299563a,,
Section Commander,bluefor,Infantry,CPL Harry Alvarado,/assets/nato_icons/bluefor/unit_infantry.svg,639ea41f-f50a-44e9-8bf8-9e0962b84831,914e6d2b-f339-4353-8b24-6214f299563a,,
1-3,bluefor,Infantry,CPL Harry Alvarado,/assets/nato_icons/bluefor/unit_infantry.svg,914e6d2b-f339-4353-8b24-6214f299563a,09decc6e-3569-4827-a21a-f6743fade2f3,/assets/nato_icons/size/bluefor_020.svg,
1st Platoon,bluefor,Infantry,LT Paul Bridges,/assets/nato_icons/bluefor/unit_infantry.svg,09decc6e-3569-4827-a21a-f6743fade2f3,89efde82-bc29-48f5-a4fb-85ba4691122e,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE John Davidson,/assets/nato_icons/bluefor/unit_infantry.svg,cf507042-0996-4cbe-9141-1bdfba621c69,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
Gunner,bluefor,Infantry,PTE Gordon Arnold,/assets/nato_icons/bluefor/unit_infantry.svg,208fd301-32df-4aff-889b-4ac9f25a5850,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
Grenadier,bluefor,Infantry,PTE Anthony Mills,/assets/nato_icons/bluefor/unit_infantry.svg,4e0c3006-74e1-4da8-80d8-8c5b8585ef95,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
Grenadier,bluefor,Infantry,PTE Evan Rodgers,/assets/nato_icons/bluefor/unit_infantry.svg,4a574566-d4ff-4e05-ad8a-a60cc4dcd7d9,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
Rifleman,bluefor,Infantry,PTE Dean Rodriquez,/assets/nato_icons/bluefor/unit_infantry.svg,e9f49042-c63b-446d-9864-b77a1b869230,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
Rifleman,bluefor,Infantry,PTE Milton Reed,/assets/nato_icons/bluefor/unit_infantry.svg,27eb5154-7eb9-48ab-90a1-79e7f24571c9,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
Section Commander,bluefor,Infantry,CPL Blake Gross,/assets/nato_icons/bluefor/unit_infantry.svg,4867d76d-a800-4d3e-8555-f18cd73e7798,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,,
1-1,bluefor,Infantry,CPL Blake Gross,/assets/nato_icons/bluefor/unit_infantry.svg,c2adfad3-4cb7-4de1-88fe-99ac0d03d56d,0d9bb471-e2ad-4612-a990-3fc46042801a,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Dustin Underwood,/assets/nato_icons/bluefor/unit_infantry.svg,6afa7598-070c-4a67-97ff-2a71665919b1,320c6845-41a6-4505-a3bd-297b501f9eb7,,
Gunner,bluefor,Infantry,PTE Dylan Black,/assets/nato_icons/bluefor/unit_infantry.svg,20b23c01-7f92-4b84-bd11-506b2f865b13,320c6845-41a6-4505-a3bd-297b501f9eb7,,
Grenadier,bluefor,Infantry,PTE Jim Fisher,/assets/nato_icons/bluefor/unit_infantry.svg,04ac1b23-1ab9-4efd-ada4-e8a33556ef53,320c6845-41a6-4505-a3bd-297b501f9eb7,,
Grenadier,bluefor,Infantry,PTE Billy Patton,/assets/nato_icons/bluefor/unit_infantry.svg,f7b060e1-1cb3-42bf-9e6a-75d7829e7f98,320c6845-41a6-4505-a3bd-297b501f9eb7,,
Rifleman,bluefor,Infantry,PTE Brett Phelps,/assets/nato_icons/bluefor/unit_infantry.svg,4ec82325-93cb-4020-aef0-68815a87948f,320c6845-41a6-4505-a3bd-297b501f9eb7,,
Rifleman,bluefor,Infantry,PTE Raymond Sutton,/assets/nato_icons/bluefor/unit_infantry.svg,b9291607-8acb-458b-a644-17f4e357026a,320c6845-41a6-4505-a3bd-297b501f9eb7,,
Section Commander,bluefor,Infantry,CPL Herman Adams,/assets/nato_icons/bluefor/unit_infantry.svg,e66f0d8c-c006-4555-8d48-d92f243869d7,320c6845-41a6-4505-a3bd-297b501f9eb7,,
1-2,bluefor,Infantry,CPL Herman Adams,/assets/nato_icons/bluefor/unit_infantry.svg,320c6845-41a6-4505-a3bd-297b501f9eb7,0d9bb471-e2ad-4612-a990-3fc46042801a,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Leo Walton,/assets/nato_icons/bluefor/unit_infantry.svg,31b2a7a8-dfa5-4634-abc0-c3746567acb0,c91bade2-45ac-4a62-a423-e73623d25483,,
Gunner,bluefor,Infantry,PTE Seth Francis,/assets/nato_icons/bluefor/unit_infantry.svg,8d9f1a12-70c1-4006-ab98-8cffdcce2cee,c91bade2-45ac-4a62-a423-e73623d25483,,
Grenadier,bluefor,Infantry,PTE Marvin Lindsey,/assets/nato_icons/bluefor/unit_infantry.svg,12d58161-394b-4caf-ba92-1a509d7408fe,c91bade2-45ac-4a62-a423-e73623d25483,,
Grenadier,bluefor,Infantry,PTE Don Patrick,/assets/nato_icons/bluefor/unit_infantry.svg,33ab8129-083e-4af2-8e73-e52b605628a7,c91bade2-45ac-4a62-a423-e73623d25483,,
Rifleman,bluefor,Infantry,PTE Randall Ballard,/assets/nato_icons/bluefor/unit_infantry.svg,199b55a8-2c1d-4738-8445-6be5c3812918,c91bade2-45ac-4a62-a423-e73623d25483,,
Rifleman,bluefor,Infantry,PTE Aaron McDaniel,/assets/nato_icons/bluefor/unit_infantry.svg,36e3ffdc-2177-40c0-a0a4-ab459f95deab,c91bade2-45ac-4a62-a423-e73623d25483,,
Section Commander,bluefor,Infantry,CPL Evan Underwood,/assets/nato_icons/bluefor/unit_infantry.svg,48e98e5b-0f05-4225-9037-9adc237c2e7f,c91bade2-45ac-4a62-a423-e73623d25483,,
1-3,bluefor,Infantry,CPL Evan Underwood,/assets/nato_icons/bluefor/unit_infantry.svg,c91bade2-45ac-4a62-a423-e73623d25483,0d9bb471-e2ad-4612-a990-3fc46042801a,/assets/nato_icons/size/bluefor_020.svg,
2nd Platoon,bluefor,Infantry,LT Trevor Wilkerson,/assets/nato_icons/bluefor/unit_infantry.svg,0d9bb471-e2ad-4612-a990-3fc46042801a,89efde82-bc29-48f5-a4fb-85ba4691122e,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Infantry,PTE Juan Clayton,/assets/nato_icons/bluefor/unit_infantry.svg,7bf662fb-aca4-4a4b-bb12-4478eb0f6b24,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
Gunner,bluefor,Infantry,PTE Ralph Waters,/assets/nato_icons/bluefor/unit_infantry.svg,e855d2b1-c516-4887-b534-4be3e6932232,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
Grenadier,bluefor,Infantry,PTE Howard Stone,/assets/nato_icons/bluefor/unit_infantry.svg,b661bfc6-caca-4a9e-ad41-e8fc9e5c7e50,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
Grenadier,bluefor,Infantry,PTE Vernon Watts,/assets/nato_icons/bluefor/unit_infantry.svg,31cb7e60-e13b-433b-99ef-2b637cac3ad8,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
Rifleman,bluefor,Infantry,PTE Jim Cannon,/assets/nato_icons/bluefor/unit_infantry.svg,e8f766e2-b6b3-4d3c-a7f8-b32c7e88b08a,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
Rifleman,bluefor,Infantry,PTE Floyd Harrison,/assets/nato_icons/bluefor/unit_infantry.svg,8a79f47a-fe9d-49d0-a1ab-7602f2539f5b,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
Section Commander,bluefor,Infantry,CPL Travis Houston,/assets/nato_icons/bluefor/unit_infantry.svg,a532218d-bd83-47ee-8c69-b87dfaf4a4ef,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,,
1-1,bluefor,Infantry,CPL Travis Houston,/assets/nato_icons/bluefor/unit_infantry.svg,7636d147-b7b7-4f33-bdf2-4edd2ce1015b,284ac26b-ff56-47f6-8fbe-f86ab10243ed,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Infantry,PTE Austin Simon,/assets/nato_icons/bluefor/unit_infantry.svg,a2f991be-bfff-4bec-9084-7ab37fef251f,885cc0eb-8884-4cef-b853-30369995cc11,,
Gunner,bluefor,Infantry,PTE Douglas Horton,/assets/nato_icons/bluefor/unit_infantry.svg,0ef8ebef-564c-46d2-9567-e885816c4b6d,885cc0eb-8884-4cef-b853-30369995cc11,,
